code,product_name,brands,generic_name,categories_tags,ingredients_text,silver,sonnet45,gpt4o,gemini25flash,status,enum_choices,your_arbitrage,note
4005808515592,Nivea Soft,"Nivea, Soft","crema humectante suave refrescante para cara, cuerpo y manos.","en:body,en:face,en:facial-creams,en:body-creams,en:hand-creams","Aqua, Glycerin, Paraffinum Liquidum, Myristyl Alcohol, Butylene Glycol, Alcohol Denat, Myristyl Myristate, Palmitic Acid, Glyceryl Stearate, Stearic Acid,  Cera Microcristallina, Hydrogenated Coco-Glycerides, Simmondsia Chinensis Seed Oil, Tocopheryl Acetate, Lanolin Alcohol (Eucerit), Myristic Acid...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4005808897087,Creme care,Nivea,gel de ducha cremoso,"en:body,en:body-gels","Aqua, Glycerin, Sodium Laureth Sulfate, Cocamidopropyl Betaine, PEG-7 Glyceryl Cocoate, Sodium Chloride, PEG-200 Hydrogenated Glyceryl Palmate, Sodium Benzoate, Citric Acid, PEG-40 Hydrogenated Castor Oil, Styrene/Acrylates Copolymer, Polyquaternium-7, Helianthus Annuus Seed Oil, Glyceryl Glucoside,...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4005808925124,Nivea crème,"Beiersdorf, Nivea",Crème hydratante,"en:body,en:body-creams,fr:cremes-hydratantes","Aqua, Paraffinum Liquidum, Cera Microcristallina, Glycerin, Lanolin Alcohol (Eucerit®), Paraffin, Panthenol, Magnesium Sulfate, Decyl Oleate, Octyldodecanol, Aluminum Stearates, Citric Acid, Magnesium Stearate, Limonene, Geraniol, Hydroxycitronellal, Linalool, Citronellol, Benzyl Benzoate, Cinnamyl ...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4005808980239,Black & White Invisible,"Nivea Men,Black & White,Nivea",desodorante en aerosol antitraspirante.,"en:hygiene,en:deodorants,en:anti-perspirants","Butane, Isobutane, Propane, Cyclomethicone, Aluminum Chlorohydrate, C12-15 Alkyl Benzoate, Isopropyl Palmitate, Palmitamidopropyltrimonium Chloride, Octyldodecanol, Propylene Glycol, Disteardimonium Hectorite, Propylene Carbonate, Dimethiconol, Linalool, d-Limonene, Geraniol, Parfum.",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4005900353054,Protect & Care,"Nivea, Nivea Men",,"en:hygiene,en:deodorants","Butane, Isobutane, Propane, Cyclomethicone, Aluminum Chlorohydrate, Isopropyl, Palmitate, Glycerin, Panthenol, Octyldodecanol, Persea Gratissima Oil, Disteardimonium Hectorite, Dimethicone, Propylene Carbonate, Dimethiconol, Aqua, Pantolactone, Citric Acid, Linalool.",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4005900368560,NIVEA Men Protect & Care 3-in-1 Douchegel,Nivea Men,Bescherm je huid tegen uitdroging met Nivea Men Protect & Care Douchegel. De douchegel met aloë vera heeft een hydraterende werking en reinigt je huid diep.,"en:hair,en:shampoos,en:hair-care,nl:verzorging",,hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4005900374653,Black & White Invisible Fresh,"Nivea Men,Nivea,Black & White",antitraspirante aerosol antibacterial,"en:hygiene,en:deodorants,en:anti-perspirants","Butane, Isobutane, Propane, Cyclomethicone, Aluminum Chlorohydrate, Isopropyl Palmitate, C12-15 Alkyl Benzoate, Parfum, Disteardimonium Hectorite, Octyldodecanol, Propylene Carbonate, Dimethiconol, Palmitamidopropyltrimonium Chloride, Propylene Glycol, Linalool.",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4005900471956,Black & White Invisible Anti-Transpirant,"Nivea, Nivea Men",,"en:hygiene,en:deodorants,en:deodorants-anti-transpirants,en:non-food-products,en:open-beauty-facts","Transpirant Phockenere Achseln surselles plus seches RMUTTELN! nd weitbe giant Schutz AUF OUVERT abmplex Ingredients: Butane, Iso - butane, Propane, Cyclomethi - cone, Aluminum Chlorohy - aratologisch drate, Isopropyl Palmitate C12-15 Alkyl Benzoate Palmitamidopropyltrimoni - ee Achsel sprühen. um C...",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4005900691811,Nivea Sun Dry Protect,Nivea,,"en:suncare,en:in-sun-protections,en:sunscreen","Ohne Octinoxat, Oxybenzon Ingredients: Aqua, Alcohol Denat., C12-15 Alkyl Benzoate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Butylene Glycol Dicaprylate/Dicaprate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Dibutyl Adipate, Distarch Phosphate, Tapioca Starch, Ethylhexyl Triazone, P...",sun,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4005900773845,Rose care,Nivea,Removedor de maquillaje,"en:face,en:face-lotions","Aqua, Alcohol Denat., Isopropyl Palmitate, Glycerin, Dimethicone, Glyceryl Stearate SE, Cetearyl Alcohol, Xanthan Gum, Sodium Cetearyl Sulfate, Tocopheryl Acetate, Citric Acid, Panthenol, Rosa Damascena Flower Water, Potassium Sorbate, Sodium Benzoate, Sorbic Acid, Linalool, Citronellol, Limonene, G...",face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4005900932990,Pflegedusche,Nivea,,"en:shower-gels,en:showers-and-baths","Aqua, Sodium laureth sulfate, cocamidopropyl betaine, coco-glucoside, parfum, glycerin, prunus  amygdalus dulcis oil, Vitis vinifera seed oil, sodium ascorbyl phosphate, tocopherol, glycol distearate, citric acid, linalool, limonene, citronellol, benzyl alcohol, geraniol.",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4006000077963,Sun Protect,Labello,,"en:face,en:lip-balms",,face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4007547206502,Handseife Calendula,Sonett,,"en:hygiene,en:soaps,en:dermatological-soaps,en:hand-soap,en:liquid-soap","Inhaltsstoffe: Seife aus Olivenöl*, Seife aus Kokosöl*, Zuckertensid, pflanzlicher Alkohol (Ethanol), pflanzliches Glycerin*, spagyrische Calendula-Essenz*, Citrat, ätherische Öle von der Atlas Zeder* und vom Litseabaum*, aus den Früchten der Süßorange*, Bitterorange* (Petit Grain), Rosengeranie*, G...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4007965460104,Parodontite expert,Meridol,,"en:hygiene,en:toothpastes",,oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4008233114798,"Aroma-Pflegedusche Glückliche Auszeit, Roter Mohn, Hanf",Kneipp,,"en:hygiene,en:showers-and-baths,en:shower-gels",,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4008233157221,Erkältungs-Zeit,Kneipp,,"en:hygiene,en:showers-and-baths,en:bath-salts","Ingredients: Sodium Chloride, Eucalyptus Globulus Leaf Oil, Sodium Carbonate, Sodium Methyl Oleoyl Taurate, Polysorbate 20, Limonene, Aqua (Water), Cl 10020.",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4009800001701,Speick Men,Speick,,"en:hygiene,en:shaving,en:soaps,en:shaving-soaps",,body,,,other,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4009800010888,Speik Men deo stick,Walter Rau Speickwerk,,"en:hygiene,en:deodorants",,deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4010355141873,leichte Gesichtscreme,babylove,,"en:face,en:facial-creams","AQUA, HELIANTHUS ANNUUS SEED OIL, CAPRYLIC/CAPRIC TRIGLYCERIDE, CETEARYL ALCOHOL, GLYCERIN, GLYCERYL STEARATE CITRATE, PRUNUS AMYGDALUS DULCIS OIL, GLYCERYL STEARATE, SODIUM STEAROYL, LACTYLATE, PANTHENOL, HAMAMELIS VIRGINIANA LEAF EXTRACT, TOCOPHEROL, BISABOLOL, PROPYLENE GLYCOL, LEVULINIC ACID, SO...",face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4010355141934,schützende Wind & Wetter Gesichtscreme,babylove,,"en:face,en:facial-creams","AQUA, HELIANTHUS ANNUUS SEED OIL, PRUNUS AMYGDALUS DULCIS OIL, GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, CETEARYL ETHYLHEXANOATE, SORBITAN OLEATE, POLYGLYCERYL-3 POLYRICINOLEATE, BUTYROSPERMUM PARKII, PANTHENOL, HAMA MELIS VIRGINIANA LEAF EXTRACT, ALLANTOIN, TOCOPHEROL, GLYCERYL CAPRATE, MAGNESIUM SUL...",face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4010355384218,Rough Nature Shower Gel Men,"DM, alverde men",,"en:hygiene,en:showers-and-baths,en:shower-gels","Bestandteile: Gereinigtes Wasser, pflanzliches Glycerin, Zuckertensid, Kokostensid, Rohrzucker*, Natriumchlorid, Zedernholz Öl“, Ingwerwurzel Extrakt*, Betain Mischung ätherischer Ole**, Zitronensäure, Aminosäureester, Levulinsäure. Fettsäureglycerid. Natriumsulfat. Natriumlevulinat, natürliche Anis...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4010355568717,Gesichtspflege Ultra Sensitive,Balea Men,,"en:face,en:facial-creams","AQUA, ISOPROPYL PALMITATE, GLYCERIN, OCTYLDODECANOL, AMMONIUM ACRYL, OYLDIMETHYLTAURATE/VP COPOLYMER, DICAPRYLYL ETHER, ETHYLHEXYL STEARATE, PERSEA GRATISSIMA OIL, CAPRYLYL GLYCOL, SODIUM LACTATE, RIBES NIGRUM SEED OIL, DIPROPYLENE GLYCOL, GLYCERYL CAPRYLATE, HELIANTHUS ANNUUS SEED OIL UNSAPONIFIABL...",face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4010355583154,Mizellen Augen Make-Up Entferner Pads,Balea,,"en:face,en:cleansers,en:eye-makeup-remover","AQUA, PROPYLENE GLYCOL, ALOE BARBADENSIS LEAF JUICE, DIPROPYLENE GLYCOL, COCAMI-DOPROPYL BETAINE, POLYGLYCERYL-4 CAPRATE, SODIUM CHLORIDE, SODIUM CITRATE, CITRIC ACID, ETHYLHEXYLGLYCERIN, SODIUM BENZOATE, POTASSIUM SORBATE, PARFUM.",face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4010355583864,Alverde Flüssigseife Bio-Minze,Alverde,,"en:hygiene,en:soaps",,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4010355857989,Fresh Deo Zerstäuber,Balea Men,,"en:hygiene,en:deodorants","ALCOHOL, AQUA, PARFUM, PANTHENOL, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, LACTIC ACID,  MENTHOL, CITRONELLOL, ALOE BARBADENSIS LEAF JUICE POWDER, LINALOOL",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4010355917263,Alverde Deo Wasserminze Meeresmineralien,dm,,en:deodorants,"Alcohol*, Aqua, Triethyl Citrate, Parfum**, Mentha Aquatica Leaf Extract, Polyglyceryl-10 Laurate, Maris Sal, Citric Acid, Alcohol, Citral**, Linalool**, Benzyl Alcohol**, Limonene**, Farnesol**, Geraniol**, Citronellol** // *ingredients from certified organic agriculture **from natural essential oi...",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4011200289900,Sensation Blancheur,Colgate,Dentifrice,"en:hygiene,en:toothpastes,en:whitening-toothpastes",,oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4013356251756,Hand Wash Handseife,Apart,,"en:hygiene,en:soaps",,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4015100323849,Natur Box Feste Duschpflege mit Kokos-Öl,Schwarzkopf und Henkel,,"en:hygiene,en:soaps,de:duschpflege,de:körperpflege",,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4015100404548,Reparatur Shampoo für Schutz vor Spliss,Nature Box,,"en:hair,en:shampoos","Aqua, Sodium Coco-Sulfate - Cocamidopropyl Betaine, Glycerin, Coco-Glucoside, Sodium Chloride, Guar Hydroxypropyltrimonium Chloride, Persea Gratissima (Avocado) Oil, Betaine, Caprylyl / Capryl Glucoside, Sodium Benzoate, Citric Acid, Parfum(fragrance), Limonene - Linalool, Benzyl Alcohol",hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4015100428407,Nature Box Nährpflege Shampoo Für intensive Pflege,Nature Box,,"en:hair,en:shampoos",,hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4015100723885,Fa MEN Sport,Schwarzkopf & Henkel,,"en:hygiene,en:showers-and-baths,en:shower-gels","Aqua, sodium laureth Sulfate, cocamidopropyl betaine, sodium Chloride, Parfum, glycol distearate, cocamide MEA, propylene glycol, glyceryl laurate, laureth-10, PEG-40, hydrogenated Castor oil, PEG-55 propylene glycol oleate, sodium Hydroxide, citric Acid, linalool, Limone, coumarin, sodium benzoate,...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4015600869236,Danger Time,Old Spice,,"en:hygiene,en:showers-and-baths,en:shower-gels","Aqua, Sodium Laureth Sulfate, Sodium Chloride, Sodium Lauryl Sulfate, Cocamidopropyl Betaine, Parfum, Sodium Citrate, Sodium Benzoate, Sodium Xylenesulfonate, Citric Acid, Limonene, Disodium EDTA, Linalool, Benzyl Salicylate, Geraniol, Magnesium Nitrate, Cl 42090, CI 19140, Methylchloroisothiazolino...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4015953437854,For men,Seife,,"en:hygiene,en:soaps","Sodium Palmitate, Sodium Palm Kernelate, Aqua (Water), Glycerin, Sodium Chloride, Parfum (Fragrance), Hydroxycitronellal, Linalool, Citronellol, Titanium Dioxide",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4016083035309,Kräuter Hand Creme,Hildegard Braukmann,,"en:body,en:hand-creams",,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4016369464922,Olivenöl Feuchtigkeitspflege,mediopharma cosmetics,,"en:body,en:hand-creams,ca:cremes",,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4017645042100,Daily Care - Dentifrice sans fluor,Logodent,dentifrice,"en:hygiene,en:toothpastes,en:non-food-products,en:open-beauty-facts","Aqua (Water), Calcium Carbonate, Glycerin, Silica, Sodium Cocoyl Glutamate, Maris Sal (Sea Salt), Xylitol, Carrageenan, Chamomil - la Recutita (Matricaria) Flower Extract*, Xanthan Gum, Algin, Alcohol denat.*, Mentha Piperita (Peppermint) Oil';, Aroma (Flavor)**, Limonene**",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4018874082004,Pflege-Ei,Aries,,"en:body,en:hand-creams",,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4021457601448,Zahngel,Lavera Naturkosmetik,,"en:hygiene,en:toothpastes","Aqua, Sorbitol, Silica, Glycerin, Xylitol, Maris Sal, Sodium Cocoyl Glutamate, Disodium Cocoyl Glutamate, Xanthan, Gum, Carvone, Cl 75810",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4021457615278,Crème solaire 30 SPF 100% minérale,Lavera,crème solaire,"en:suncare,en:in-sun-protections,en:sunscreen","Aqua, Helianthus Annuus Hybrid Oil*, Titanium Dioxide, Polyglyceryl-3 Polyricinoleate, Dodecane, Alcohol*, Caprylic/Capric Triglyceride, Glycerin, Helianthus Annuus Seed Oil, Butyrospermum Parkii Butter*, Sodium Lactate, Hydrogenated Castor Oil, Calendula Officinalis Flower Extract*, Simmondsia Chin...",sun,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4021457617456,3 En 1 Nettoyant - Gommage - Masque,Lavera,masque gommant purifiant visage,"en:face,en:face-masks","Water (Aqua), Silica, Glycerin, Alcohol*, Coco-Glucoside, Xanthan Gum, Fragrance (Parfum)**, Sodium PCA, Titanium Dioxide (CI 77891), Hydrated Silica, Mentha Piperita (Peppermint) Leaf Extract*, Vitis Vinifera (Grape) Fruit Extract*, Salix Alba (Willow) Bark Extract, Hydrogenated Jojoba Wax, Potassi...",face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4024009008733,Zahncreme,HydroVital Classic,,"en:hygiene,en:toothpastes","Aqua, Glycerin, Hydrated Silica, Sorbitol, Cellulose Gum, Sodium C14-16 Olefin Sulfonate, Aroma, Sodium Fluoride, Sodium Methylparaben, Sodium Saccharin, Limonene.",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4025089083313,Dental Med Zahncreme Vitamin B12,Sante Naturkosmetik,,"en:hygiene,en:toothpastes,en:non-food-products,en:open-beauty-facts,en:vitamins","Glycerin, Aqua (Water), Hydrated Silica, Maris Sal (Sea Salt), Xylitol, Xanthan Gum, Disodium Cocoyl Glutamate, Sodium Cocoyl Glutamate, Algin, Salvia Officinalis (Sage) Leaf Extract**, Sodium Fluoride, Cyanocobalamin, Alcohol denat.**, Aroma (Flavor)***, Limonene***, CI 77891 (Titanium Dioxide) Ent...",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4026600150156,Odol PLUS,gsk,,"en:hygiene,en:mouthwashes","Propylene Glycol, PEG-6, Aqua, Aroma, Bisabolol, Zinc Chloride, Cetylpyridinium Chloride, Sodium Saccharin Salvia Officinalis Oil, Eugenol, Limonene, Linalool, Citronellol.",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4030600221211,DUCADOS RUBIO EXTRA,,,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4033981742054,Opalovací krém SPF 15 bio,Eco cosmetics,,"en:suncare,en:in-sun-protections,en:sunscreen","Ingredients INCI: Aqua, Glycine Soja Oil&quot;, Titanium Dioxide, Caprylic/ Capric Triglyceride, Polyglyceryl-2 Dipolyhydroxystearate, Polyglyceryl-3 Diisostearate, Butyrospermum Parkii Butter&quot;, Glycerin, Olea Europaea Fruit Oil&quot;, Olea Europaea Leaf Extract&quot;, Punica Granatum Extract&q...",sun,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4034905729175,Frohe Ostern,"Florex, Kawohl Verlag",Schafmilchseife,"en:hygiene,en:soaps",,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4036581202256,Gurgellösung,"Omnivit, Districon",,en:cosmetic-products,,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4039401751002,Erdbeer Handcreme,Karls,,"en:body,en:nail-products,en:cuticle-creams-oils,en:hand-creams","AQUA, OCTYLDODECANOL, DECYL OLEATE, CETEARYL ALCOHOL, GLYCERIN, SIMMONDSIA CHINENSIS SEED OIL, CETEARYL GLUCOSIDE, BUTYROSPERMUM PARKII BUTTER, STEARIC ACID, PALMITIC ACID, PANTHENOL, PHENOXYETHANOL, HYDROXYACETOPHENONE, UREA, POTASSIUM CETYL PHOSPHATE, XANTHAN GUM, DIMETHICONE, PARFUM, BISABOLOL, F...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4056489226536,W5 liquide vaisselle Pamplemousse,W5,,"en:hygiene,en:soaps,fr:savons-liquides","DANGER. W5 Liquide vaisselle Pamplemousse. Contient: SODIUM LAURETH SULFATE, COCAMID0 - PROPYLAMINE OXIDE, COCAMIDOPROPYL BETAINE.  Composants : 5% ou plus, mais moins de 15% : agents de surface anioniques; moins de 5% : agents de surface non ioniques, agents de surface amphotères. Contient: parfums...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4056489294566,Gentle & pure hand soap,Cien,,"en:hygiene,en:soaps,fr:savons-liquides","Aqua, sodium laureth sulfate, cocamidopropyl betaine, sodium chloride, glycerin, parfum, sodium benzoate, citric acid, potassium sorbate",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4056489356677,Cien Gel de baño Zero,Cien,,"en:hygiene,en:body,en:showers-and-baths,en:body-gels,en:shower-gels","Aqua, sodium laureth sulfate, sodium chloride, glycerin, cocamidopropyl betaine, parfum, coco-glucoside, aloe barbadensis leaf extract, propylene glycol, potassium sorbate, methylchloroisothiazolinone, methylisothiazolinone, magnesium nitrate, magnesium chloride, citric acid, linalool.",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4056489370406,Gel douche nourrisant à l'extrait d'argan et à l'eau de fleur d'oranger,"Cien, Cien bio",,"en:hygiene,en:showers-and-baths,en:shower-gels","Aqua, Decyl Glucoside, Cellulose Gum, Benzyl Alcohol, Coco-Betaine, Parfum, Citric Acid, Citrus Aurantium Amara Flower Water*, Glycerin**, Limonene, Aloe Barbadensis Leaf Juice Powder*, Linalool, Argania Spinosa Seedcake Extract*, Sodium Hydroxide, Potassium Sorbate, Sodium Benzoate. *Ingrédients is...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4056489617419,Sonnenmilch 50 LSF | Hoch,Cien sun,,"en:in-sun-protections,en:suncare,en:sunscreen",,sun,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4058172002144,Handkonzentrat (strapazierte und rissige Hände),"Balea, dm",,"en:body,en:hand-creams","AQUA, GLYCERIN, CETEARYL ALCOHOL, CAPRYLIC/CAPRIC TRIGLYCERIDE, SODIUM CETEARYL SULFATE, STEARIC ACID, PALMITIC ACID, BUTYROSPERMUM PARKII BUTTER, BUTYLENE GLYCOL, ORBIGNYA OLEIFERA SEED OIL, PANTHENOL, TOCOPHERYL ACETATE, PSEUDOALTEROMONAS FERMENT EXTRACT, PHENOXYETHANOL, ETHYLHEXYLGLYCERIN, SALICY...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4058172062858,Dontodent Kräuter,"Dontodent, dm",,"en:hygiene,en:toothpastes","SORBITOL, AQUA, HYDRATED SILICA, SODIUM C14-16 OLEFIN SULFONATE, AROMA, ALUMINA, DISODIUM PYROPHOSPHATE, CELLULOSE GUM, TETRAPOTASSIUM PYROPHOSPHATE, EUCALYPTUS GLOBULUS LEAF OIL, MENTHA ARVENSIS LEAF OIL, CHAMOMILLA RECUTITA FLOWER EXTRACT, SALVIA TRILOBA LEAF EXTRACT, COMMIPHORA MYRRHA RESIN EXTRA...",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4058172145391,Reinigendes Waschgel,babylove,,"en:hygiene,en:showers-and-baths,en:shower-gels","AQUA, COCAMIDOPROPYL BETAINE, LAURYL GLUCOSIDE, SORBITOL, SODIUM COCOYL GLUTAMATE, SODIUM CHLORIDE, PANTHENOL, MALVA SYLVESTRIS FLOWER/LEAF EXTRACT, UREA, GLYCERYL OLEATE, COCO-GLUCOSIDE, STARCH HYDROXYPROPYLTRIMONIUM CHLORIDE, GLYCERIN, PROPYLENE GLYCOL, SODIUM CITRATE, LEVULINIC ACID, CITRIC ACID,...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4058172187247,Gesichtsspray Aloe Vera,Balea,,en:cosmetics,"AQUA, ALOE BARBADENSIS LEAF JUICE, GLYCERIN, POLYGLYCERYL-4 CAPRATE, POLYGLYCERYL-6 CAPRYLATE, PANTHENOL, SODIUM BENZOATE, PHENOXYETHANOL, ALOE BARBADENSIS LEAF JUICE POWDER, PARFUM, POTASSIUM SORBATE",,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4058172260346,naturschön Hand-Seife,Alverde Naturkosmetik,,"en:hygiene,en:soaps",,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4058172265631,Dusche Schönheitsgeheimnisse Aloe Vera,balea,,"en:hygiene,en:showers-and-baths,en:shower-gels","AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, GLYCERIN, SODIUM CHLORIDE, COCO-GLUCOSIDE, GLYCERYL OLEATE, CITRIC ACID, SODIUM PCA, PANTHENOL, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, ALOE BARBADENSIS LEAF JUICE POWDER, TOCOPHEROL, HYDROGENATED PALM GLYCERIDES CITRATE, SODIUM HYDROXIDE, PARFUM, ...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4058172336256,Clear Fresh Zahnpasta,DM Donto Dent,,"en:hygiene,en:toothpastes","Aqua,Sorbitol,Hydrated Silica, Propylene Glycol,Disodium, Olefin Sulfate,Aroma, Cellulose Gum, Sodium Fluoride, Zinc Chloride, Sodium Saccharin,Mica, Limonene",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4058172434082,Aloe Vera Gesichtscreme,babylove,,"en:face,en:facial-creams","AQUA, ALOE BARBADENSIS LEAF JUICE, GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, ETHYL HEXYL STEARATE, CETEARYL ALCOHOL, GLYCERYL STEARATE CITRATE, STEARIC ACID, PALMITIC ACID, ALLANTOIN, TOCOPHEROL, HELIANTHUS ANNUUS SEED OIL, XANTHAN GUM, SCLEROTIUM GUM, CAPRYLYL GLYCOL, TETRASODIUM GLUTAMATE DIACETATE,...",face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4058172444746,Summer Active Gesichtspflege,Balea MEN,,"en:face,en:facial-creams,en:suncare,en:in-sun-protections,en:sunscreen",,face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4058172481864,Duschöl,Balea,,"en:hygiene,en:showers-and-baths,en:shower-gels","GLYCINE SOJA OIL, LAURETH-4, MIPA - LAURETH SULFATE, POLYGLYCERYL-3 DIISOSTEARATE, PARFUM, RICINUS COMMUNIS SEED OIL, TOCOPHERYL ACETATE, TOCOPHEROL, PROPYLENE GLYCOL, LAURETH-2, BENZYL ALCOHOL, LINALOOL",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
4058172508394,Wash Gel Energy,Balea MEN,,"en:face,en:face-scrubs",aqua - coco-glucoside - sodium coco-sulfate - glycerin - cocamidopropyl betaine - sodium chloride - panthenol - niacinamide - parfum - sodium benzoate - glycerol oleate - citric acid - caffeine - tocopheryl acetate - tocopherol - hydrogenated palm glycerides citrate - sodium sulfate - lecithin - asc...,face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
