code,product_name,brands,ingredients_text,quantity,silver_product_type,manual_product_type,silver_form_factor,manual_form_factor,silver_target_audience,manual_target_audience,silver_fragrance_status,manual_fragrance_status,silver_is_vegan,manual_is_vegan,silver_is_organic,manual_is_organic
7793008001850,Coloración en Crema,Issue,"Aqua/Water, Cetearyl Alcohol, Stearic Acid, Petrolatum/Paraffin, Ammonium Hydroxide, Ceteareth-23, Sodium Bisulfite, Parfum/Fragrance, Ascorbic Acid, Tetrasodium EDTA, Citronellol, Alpha-Isomethyl Ionone, p-Phenylenediamine, Resorcinol, m-Aminophenol, p-Aminophenol, 4-Amino-2-Hydroxytoluene, 2-Methyl-Resorcinol, p-Methylaminophenol Sulfate, Toluene-2 5-Diamine Sulfate, 1-Naphthol, N N-Bis-(2-Hydroxyethyl)-p-Phenylenediamine Sulfate, 2 4-Diaminophenoxyethanol HCI, 1-Hydroxyethyl-4 5-Dlamino Pyrazole Sultate, Basic Orange 31, 4-Amino-m-Cresol, 6-Amino-m-Cresol.",47 g (1.66 oz),,hair_care,cream_gel,cream_gel,unisex,unisex,fragranced,fragranced,False,False,False,False
4800135003176,myra,skin sciences,just read the ingredients in the bottle its too long to write it,100 ml,,other,cream_gel,liquid,unisex,,,unknown,False,False,False,False
4311596695850,Zahncreme Kräuter,"diadent, MAXIM Markenprodukte, EUCO","AQUA, SORBITOL, HYDRATED SILICA, PROPYLENE GLYCOL, SODIUM C14-16 OLEFIN SULFONATE, CELLULOSE GUM, TETRAPOTASSIUM PYROPHOSPHATE, AROMA, ALLANTOIN, MENTHA PIPERITA LEAF EXTRACT, CHAMOMILLA RECUTITA FLOWER EXTRACT, SALVIA OFFICINALIS LEAF EXTRACT, COMMIPHORA MYRRHA RESIN EXTRACT, SODIUM FLUORIDE, SODIUM SACCHARIN, GLYCERIN, LACTIC ACID, LIMONENE, CI 77891, CI 77492, CI 74160",125 ml,toothpaste,toothpaste,,cream_gel,unisex,unisex,fragranced,fragranced,False,True,False,False
7775000000949,Sanitizador de Manos Neutro,Liz,"Alcohol, Aqua, Glycerin, Carbomer, Parfum, Triethanolamine, Tocopheryl Acetate, Retinyl Palmitate, Lactose, Cellulose, Hydroxypropyl Methylcellulose.",360 ml,,other,,liquid,unisex,unisex,fragranced,fragranced,False,False,False,False
3701028711776,Shampoing solide - cheveux gras,SB Collection,"SODIUM PALMATE, SODIUM PALM KERNELATE, AQUA, GLYCERIN, PARFUM, PANTHENOL, PALM ACID, SODIUM CHLORIDE, TOCOPHEROL, INULIN, PALM KERNEL ACID, HELIANTHUS ANNUUS SEED OIL, POLYQUATERNIUM-7, ETIDRONIC ACID, TETRASODIUM EDTA, CI 77891, CI 15985",55 g,shampoo,shampoo,liquid,solid_bar,unisex,unisex,fragranced,fragranced,True,False,False,False
5901887040125,Cupuazú Loción Corporal Bronceadora,Ziaja,,300 ml,,body_cream,cream_gel,liquid,unisex,unisex,,unknown,False,False,False,False
3350033437791,Crème mains réparatrice peaux très sèches,Monoprix,"AQUA, GLYCERIN, CETYL ALCOHOL, GLYCERYL STEARATE, STEARYL ALCOHOL, TRILAURIN, STEARIC ACID, ISOPROPYL MYRISTATE, OCTYLDODECANOL, DIMETHICONE, POLYACRYLAMIDE, TETRASODIUM EDTA, C13-14 ISOPARAFFIN, PARFUM, SODIUM BENZOATE, CITRIC ACID, ETHYLHEXYLGLYCERIN, LAURETH-7, ALLANTOIN, ARGANIA SPINOSA KERNEL OIL, BUTYROSPERMUM PARKII BUTTER, CERA MICROCRISTALLINA, HYDROGENATED SOYBEAN OIL, TOCOPHEROL, SODIUM HYDROXIDE.",100 ml,hand_cream,hand_cream,cream_gel,cream_gel,unisex,unisex,fragranced,fragranced,False,False,False,False
3560071277093,Shampooing très doux,"Carrefour Baby,Carrefour",,250 ml,shampoo,shampoo,liquid,liquid,baby,baby,,unknown,False,False,False,False
00000587,Macérât huileux Lys,aroma-zone,"helianthus annuus seed oil, lilium candidum flower extract.",100 ml,,other,cream_gel,liquid,unisex,unisex,,fragrance_free,False,True,True,False
3770013052125,Savon Fleurs des îles - Karité & Ylang Ylang,La savonnerie de Marcel,"Sodium Shea Butterate*, Sodium Olivate*, Sodium Cocoate* Aqua* Glycerin, Sodium Sunflowerseedate*, Butyrospermum Parkii Butter* Olea Europaea Fruit Oil Cocos Nucifera Oil*. Helianthus Annuus Seed Oil*, Cocoa Powder* Cananga Odorata flower oil*, Citrus Sinensis oil*, Limonene**, Linaloo!* * Issu de l'agriculture biologique *Naturellement présent dans les huiles essentielles",140g,soap,soap,powder,solid_bar,unisex,unisex,,fragranced,False,True,False,True
4002448154839,Gefühlsecht Classic,Durex,,8 Stück,,other,,,unisex,unisex,,,False,False,False,False
8710276400320,Dermolin Dagcrème,Dermolin,,50ml,,face_cream,,cream_gel,unisex,unisex,,unknown,False,False,False,False
4058172934988,Sonnenmilch 30 (hoch),sun dance,,200 ml,sunscreen,sunscreen,,liquid,unisex,unisex,,unknown,True,False,False,False
3560070922208,Gel shampooing douche Agrumes,"Carrefour, Produits blancs","AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, SODIUM CHLORIDE, PEG-4 RAPESEEDAMIDE, PEG-7 GLYCERYL COCOATE, PARFUM, GLYCERIN, LIMONENE, POLYQUATERNIUM-10, CITRIC ACID, TRIETHYLENE GLYCOL, BENZYL ALCOHOL, ALCOHOL DENAT., CITRUS GRANDIS FRUIT EXTRACT, PROPYLENE GLYCOL, OCTADECYL DI-T-BUTYL-4-HYDROXYHYDROCINNAMATE, MAGNESIUM CHLORIDE, MAGNESIUM NITRATE, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINONE, CI 47005, CI 14700.",300 ml,shampoo,shower_gel,cream_gel,liquid,unisex,unisex,fragranced,fragranced,False,False,False,False
7591472014211,Jabón intimo farmatodo calendula,farmatodo,,,,soap,,,unisex,women,,unknown,False,False,False,False
4084500991569,Shampooing antipelliculaire Lisse & Soyeux,Head & Shoulders,"Aqua, Sodium Laureth Sulfate, Sodium Lauryl Sulfate, Cocamide MEA, Zinc Carbonate, Glycol Distearate, Dimethicone, Zinc Pyrithione, Sodium Xylenesulfonate, Cetyl Alcohol, Parfum, Guar Hydroxypropyltrimonium Chloride, Sodium Chloride, Hydrochloric Acid, Glycerin, Magnesium Sulfate, Sodium Benzoate, Magnesium Carbonate Hydroxide, Linalool, Hexyl Cinnamal, Benzyl Alcohol, Benzyl Salicylate, Magnesium Nitrate, Sodium Hydroxide, Sodium Polynaphthalenesulfonate, Paraffinum Liquidum, Methylchloroisothiazolinone, Magnesium Chloride, Methylisothiazolinone",300 ml,shampoo,shampoo,liquid,liquid,unisex,unisex,fragranced,fragranced,False,False,False,False
3614819998426,Était-il soin deo-shampoing,cooper,,150 ml,,shampoo,,liquid,unisex,other,,unknown,False,False,False,False
3760099595364,Gel Douche DERMO RESPECT,Cadum,,1l,shower_gel,shower_gel,cream_gel,liquid,unisex,unisex,,unknown,False,False,False,False
3331840871800,Eau de toilette Vanille Monoï,Les Petits Plaisirs,"Alcohol denat, polysorbate 20, peg-40 hydrogenated castor oil, parfum, cocos nucifera, gardenia tahitensis, aqua, tocopherol, benzophenone-1, dipropylene glycol, amyl cinnamal, benzyl alcohol, hydroxycitronellal, isoeugenol, benzyl salicylate, geraniol, linalool, benzyl benzoate, citronellol, hexyl cinnamal, sodium sulfate, CI 14700, CI 19140.",110 ml,,other,cream_gel,liquid,unisex,unisex,fragranced,fragranced,False,False,False,False
8710729015842,Bogena Uierzalf,Bogena,"Petrolatum, paraffinum, liquidum, lanolin oil, triclosan, cymbopogon nardus",300g,hand_cream,other,cream_gel,cream_gel,unisex,other,,fragranced,False,False,False,False
8901030865275,Lakme Peach Milk Ultra Light-Weight Gel,Lakme,,100g,,face_cream,cream_gel,cream_gel,unisex,women,,unknown,False,False,False,False
8429420135444,Protector labial,Isdin,,,,lip_balm,,,unisex,unisex,,unknown,False,False,False,False
4005808315680,Nivea Milk Nutritiva Piel Extra Seca,Nivea,"Aqua, Paraffinum Liquidum, Glycerin, Isododecane, Isopropyl Palmitate, Cera Microcristallina, PEG-40 Sorbitan Perisostearate, Polyglyceryl-3 Diisostearate, Prunus Amygdalus Dulcis Oil, Magnesium Sulfate, Sodium Citrate, Potassium Sorbate, Citric Acid, Maris Sal, Linalool, Limonene, Geraniol, Benzyl Alcohol, Citronellol, Butylphenyl Methylpropional, Alpha-Isomethyl Ionone, Parfum.",125 ml,body_cream,body_cream,cream_gel,cream_gel,unisex,unisex,fragranced,fragranced,False,False,False,False
3014260279165,Stages,"Oral B,Stages","Sodium Fluoride, Sorbitol, Aqua, Hydrated Silica, Sodium Lauryl Sulfate, Cellulose Gum, Trisodium Phosphate, Sodium Phosphate, Aroma, Sodium Saccharin, Carbomer, Limonene, Benzyl Alcohol, CI 45410.",75 ml,toothpaste,toothpaste,,cream_gel,children,children,fragranced,fragranced,False,False,False,False
3286010012531,Déodorant Pierre d'alun d'origine naturelle et Grenade,Biopha,"AQUA (WATER), ALOE BARBADENSIS LEAF JUICE, POTASSIUM ALUM, GLYCERIN, BENTONITE, BENZYL ALCOHOL, XANTHAN GUM, CAPRYLYL/CAPRYL GLUCOSIDE, PARFUM (FRAGRANCE), CITRAL, CITRONELLOL, LIMONENE, LINALOOL",50 ml,deodorant,deodorant,stick,liquid,unisex,unisex,fragranced,fragranced,False,True,True,False
8412131417992,Oligovance,Inovance,"Citrate de potassium ; citrate de magnésium ; citrate de calcium ; lactate de calcium ; acidifiant (acide citrique), arôme naturel ; extrait de bambou (Bambusa arundinacea); extrait de pépins de raisin (Vitis vinifera); extrait de grenade (Punica granatum); acidifiant (acide malique); acide L-ascorbique (vitamine C) ; édulcorant (acésulfame de potassium); maltodextrine; extrait d'églantier (Rosa canina); acétate D-alpha tocophérol (vitamine E); sulfate de zinc; édulcorant (sucralose) ; nicotinamide (vitamine PP/B3) ; bêta-carotène (Eq. vitamine A); D-pantothénate de calcium ; sulfate de manganèse ; cholécalciférol (vitamine D3) ; chlorhydrate de pyridoxine (vitamine B6) ; riboflavine (vitamine B2) ; chlorhydrate de thiamine (vitamine B1) ; anti-agglomérant (dioxyde de silicium), acide ptéroylmonoglutamique (vitamine B9); D-biotine (vitamine B8) ; cyanocobalamine (vitamine B12). Présentation : 14 sachets de 7.2 g - Poids net : 100.8g",100.8g,,other,,powder,unisex,unisex,,fragranced,False,False,False,False
3282770104592,Mat perfect FPS 50+ Fluido con color,Avène,"AVENE THERMAL SPRING WATER (AVENE AQUA), C12-15 ALKYL BENZOATE, DICAPRYLYL CARBONATE, METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO], DISOPROPYL ADIPATE, WATER (AQUA), SILICA, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, DIETHYLHEXYL BUTAMIDO TRIAZONE, ALCOHOL (ALCOHOL DENAT), ALUMINUM STARCH OCTENYLSUCCINATE, BUTYL METHOXYDIBENZOYLMETHANE, C10-18 TRIGLYCERIDES, PROPYLENE GLYCOL DECYL GLUCOSIDE, GLYCERIN, GLYCERYL STEARATE, PEG-100 STEARATE, POTASSIUM CETYL PHOSPHATE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, ASCORBYL GLUCOSIDE, BENZOIC ACID, CAPRYLIC/CAPRIC TRIGLYCERIDE, CAPRYLYL GLYCOL, DISODIUM EDTA, GLYCERYL BEHENATE, GLYCERYL DIBEHENATE, IRON OXIDES (CI 77492) IRON OXIDES (CI 77491), IRON OXIDES (CI 77499), SODIUM HYDROXIDE, STEARYL ALCOHOL, TITANIUM DIOXIDE (CI 77891), TOCOPHEROL, TOCOPHERYL GLUCOSIDE, TRIBEHENIN, XANTHAN GUM",50 ml,sunscreen,sunscreen,,liquid,unisex,unisex,,fragrance_free,False,False,False,False
3182611231756,Salon de Provence,Maître Augustin,"Sodium sunflowerseedate, Sodium cocoate, Aqua, Parfum, Glycerin, Butyrospermum parkii butter, Sodium chloride, Citrix acid, Tetrasodium glutamate diacetate, Citronellol, Limonene, Linalool.",100g,soap,soap,cream_gel,solid_bar,unisex,unisex,fragranced,fragranced,True,False,True,False
8886467010170,Dark Temptation Face & Body Soap,Axe,"Sodium palmate, Water (aqua), Sodium palm kernelate, Glycerin, Perfume (parfum), Talc, Sodium chloride, Tetrasodium EDTA, Tetrasodium etidronate, Coumarin, Limonene, Linalool, CI 77499.",100 g,soap,soap,powder,solid_bar,unisex,men,fragranced,fragranced,False,False,False,False
4005900471956,Black & White Invisible Anti-Transpirant,"Nivea, Nivea Men","Transpirant Phockenere Achseln surselles plus seches RMUTTELN! nd weitbe giant Schutz AUF OUVERT abmplex Ingredients: Butane, Iso - butane, Propane, Cyclomethi - cone, Aluminum Chlorohy - aratologisch drate, Isopropyl Palmitate C12-15 Alkyl Benzoate Palmitamidopropyltrimoni - ee Achsel sprühen. um Chloride, Octyldodeca - etilter steht unterPropylene Carbonate, Di - nol, Propylene Glycol, Di - steardimonium Hectorite Moa ize, heißen Ober - aderen Zündquellen methiconol, Linalool, Limo - ieme Flamme oder nene, Geraniol, Parfum. der ver *Ohne Ethylalkohol/&quot;sals ur entspre - alcool éthylique schützen. Art.-No.82241 icht in die Osen in die und direktes 150ml e 3 Nich au Beiersdor Hamburg Wien Reinach/Basel EMPLOI! les résidus Beiersdorf AG, Germany NIVEA/NIVEA Logo = reg. tm.of Mansnikante ER MEN Produced in EU Beiersdorf AG. n-202 a tmbire",150 ml,deodorant,deodorant,,spray,unisex,men,fragranced,fragranced,False,False,False,False
3600520932897,L'Oréal Paris True Match N4 Beige Poeder,L'OREAL NORGE AS,Kommer senere,,makeup,makeup,,powder,unisex,women,,unknown,False,False,False,False
3337872414145,Cicaplast Mains,La Roche Posay,"Aqua/water, glycerin, butylene glycol, cetearyl alcohol, niacinamide, glyceryl stearate, Butyrospermum parkii butter/shea butter, dimethicone, PEG/PPG-18/18 dimethicone, glyceryl stearate SE, sodium polyacrylate, caprylyl glycol, phenoxyethanol",50 ml,hand_cream,hand_cream,cream_gel,cream_gel,unisex,unisex,fragranced,fragrance_free,False,False,False,False
6916790261955,shiny,wellice cosmetics,"eau, extrait d'olive",500g,,hair_care,,liquid,unisex,unisex,,unknown,False,True,False,False
8411135006263,Gel fijador control total,Giorgi,,170 ml,,hair_care,cream_gel,cream_gel,unisex,unisex,,unknown,False,False,False,False
